transaction_date,item_code,item_name,quantity_sold,stock_level,unit_price,discount_applied,store_location,promotion_flag,holiday_flag,season,weather,sales,multiplier,festival_flag,festival_name,category,sales_normalized
2022-11-19,ITM8422,T-shirt,27,135,26,35.1,Japan,0,1,Winter,Cold,666.9,0.965,0,None,Clothing,0.5356626506024096
2024-02-04,ITM7849,Milk,108,186,3,16.2,India,1,1,Winter,Hot,307.8,1.121,0,None,Beverages,1.9000000000000001
2024-10-14,ITM7836,Bread,8,84,2,0.0,India,0,0,Autumn,Cold,16.0,1.237,0,None,Grocery,0.04029211785444472
2022-12-11,ITM2003,Juice,94,115,5,23.5,Germany,0,1,Winter,Cloudy,446.5,1.201,0,None,Beverages,2.618000586338317
2022-03-10,ITM10099,Laptop,8,150,795,0.0,Germany,0,0,Spring,Rainy,6360.0,1.075,0,None,Electronics,2.441458733205374
2022-03-04,ITM7562,Laptop,6,104,350,105.0,India,0,0,Spring,Cold,1995.0,1.291,0,None,Electronics,0.7658349328214972
2023-12-19,ITM6614,Shoes,34,121,115,0.0,India,1,0,Winter,Hot,3910.0,1.319,0,None,Clothing,3.118022328548644
2023-02-27,ITM5651,T-shirt,15,147,97,0.0,Germany,0,0,Winter,Rainy,1455.0,1.185,0,None,Clothing,1.1686746987951808
2022-11-24,ITM6313,Laptop,5,72,342,0.0,India,0,0,Winter,Cold,1710.0,0.918,0,None,Electronics,0.6564299424184261
2024-12-02,ITM2485,Laptop,5,64,380,95.0,India,0,0,Winter,Cold,1805.0,0.879,0,None,Electronics,0.6928982725527831
2024-10-10,ITM8607,Bread,39,172,11,0.0,USA,0,0,Autumn,Hot,429.0,1.32,0,None,Grocery,1.080332409972299
2023-07-24,ITM2411,Milk,16,159,4,0.0,USA,0,0,Monsoon,Cold,64.0,0.985,0,None,Beverages,0.3950617283950617
2023-07-03,ITM10303,Shoes,23,155,51,0.0,Germany,0,0,Monsoon,Cold,1173.0,0.897,0,None,Clothing,0.9354066985645934
2022-12-21,ITM1709,Smartphone,8,93,1160,0.0,Germany,1,0,Winter,Cold,9280.0,0.973,0,None,Electronics,3.7031125299281724
2024-05-05,ITM10806,T-shirt,24,109,20,0.0,UK,0,1,Summer,Hot,480.0,1.148,0,None,Clothing,0.3855421686746988
2024-10-01,ITM9042,Laptop,3,32,731,0.0,UK,0,0,Autumn,Cold,2193.0,1.134,0,None,Electronics,0.8418426103646833
2022-05-04,ITM8211,Shoes,19,151,100,95.0,India,0,0,Summer,Sunny,1805.0,1.471,0,None,Clothing,1.4393939393939394
2023-04-12,ITM4076,Bread,36,97,16,28.8,Japan,0,0,Spring,Rainy,547.2,1.069,0,None,Grocery,1.3779904306220097
2022-07-11,ITM9314,Laptop,1,94,730,36.5,UK,0,0,Monsoon,Cold,693.5,0.918,0,None,Electronics,0.26621880998080616
2023-08-22,ITM5101,T-shirt,27,174,85,0.0,Germany,1,0,Monsoon,Cold,2295.0,1.383,0,None,Clothing,1.8433734939759037
2023-03-21,ITM6114,Shoes,8,93,63,0.0,India,0,0,Spring,Cold,504.0,1.361,0,None,Clothing,0.4019138755980861
2023-06-03,ITM3722,Shoes,34,159,40,0.0,Japan,1,1,Summer,Cloudy,1360.0,1.326,0,None,Clothing,1.0845295055821371
2023-01-13,ITM10359,Soda,64,148,3,0.0,Japan,0,0,Winter,Rainy,192.0,1.015,0,None,Beverages,1.2307692307692308
2023-07-29,ITM2268,Coffee,67,209,2,0.0,USA,0,1,Monsoon,Sunny,134.0,1.464,0,None,Beverages,0.7444444444444445
2022-05-02,ITM3462,Shoes,25,126,52,130.0,USA,0,0,Summer,Sunny,1170.0,1.087,0,None,Clothing,0.9330143540669856
2022-12-04,ITM6464,T-shirt,44,55,86,0.0,USA,1,1,Winter,Hot,3784.0,1.458,0,None,Clothing,3.0393574297188755
2024-07-11,ITM1268,Smartphone,2,118,1132,0.0,USA,0,0,Monsoon,Cloudy,2264.0,1.102,0,None,Electronics,0.9034317637669593
2022-08-19,ITM4580,Shoes,44,114,63,277.2,Germany,1,0,Monsoon,Rainy,2494.8,1.476,0,None,Clothing,1.9894736842105265
2023-03-18,ITM6349,Laptop,1,60,604,30.2,India,0,1,Spring,Hot,573.8,1.402,0,None,Electronics,0.2202687140115163
2024-11-28,ITM8290,Smartphone,1,141,618,0.0,UK,0,0,Winter,Rainy,618.0,1.419,0,None,Electronics,0.24660814046288906
2024-09-29,ITM6157,Smartphone,3,47,742,0.0,UK,0,1,Autumn,Rainy,2226.0,1.464,0,None,Electronics,0.888268156424581
2023-07-18,ITM7601,Jeans,14,124,54,37.8,Japan,0,0,Monsoon,Cold,718.2,1.012,0,None,Clothing,0.5796844101860447
2023-03-14,ITM3821,Laptop,6,73,686,0.0,Japan,0,0,Spring,Cold,4116.0,1.093,0,None,Electronics,1.580038387715931
2023-03-11,ITM6807,Jeans,5,104,38,0.0,Japan,0,1,Spring,Sunny,190.0,1.436,0,None,Clothing,0.15335566407038217
2024-10-13,ITM1589,Jeans,11,117,62,34.1,India,0,1,Autumn,Hot,647.9,1.219,0,None,Clothing,0.5229428144800032
2022-05-27,ITM6955,Smartphone,7,52,469,0.0,Japan,0,0,Summer,Cold,3283.0,1.129,0,None,Electronics,1.3100558659217878
2023-10-21,ITM6254,Milk,68,144,7,0.0,USA,1,1,Autumn,Cold,476.0,0.918,0,None,Beverages,2.9382716049382718
2024-06-09,ITM7661,Shoes,24,65,98,0.0,USA,0,1,Summer,Hot,2352.0,1.222,0,None,Clothing,1.875598086124402
2023-03-06,ITM8656,Shoes,32,96,95,0.0,India,0,0,Spring,Rainy,3040.0,1.067,0,None,Clothing,2.4242424242424243
2022-04-11,ITM9725,Laptop,2,136,1334,0.0,Japan,0,0,Spring,Rainy,2668.0,1.488,0,None,Electronics,1.0241842610364684
2022-01-20,ITM7896,Headphones,2,80,1066,0.0,USA,0,0,Winter,Sunny,2132.0,1.452,0,None,Electronics,0.7953739973885469
2024-03-07,ITM8594,Shoes,7,41,57,19.95,Germany,0,0,Spring,Cold,379.05,1.03,0,None,Clothing,0.3022727272727273
2023-03-01,ITM3028,Headphones,5,74,446,0.0,UK,0,0,Spring,Hot,2230.0,1.338,0,None,Electronics,0.8319343406080955
2023-10-06,ITM7818,Milk,22,136,3,0.0,Germany,0,0,Autumn,Hot,66.0,1.391,0,None,Beverages,0.4074074074074074
2023-02-03,ITM1677,Smartphone,4,150,637,254.8,Germany,0,0,Winter,Cold,2293.2,1.278,0,None,Electronics,0.9150837988826815
2022-05-16,ITM6763,Rice,16,80,20,48.0,India,0,0,Summer,Rainy,272.0,0.938,0,None,Grocery,0.7941605839416058
2024-03-04,ITM2232,T-shirt,47,72,101,0.0,India,1,0,Spring,Cloudy,4747.0,1.499,0,None,Clothing,3.81285140562249
2022-11-22,ITM6296,Laptop,3,22,497,0.0,USA,1,0,Winter,Cloudy,1491.0,1.181,0,None,Electronics,0.5723608445297504
2023-05-06,ITM8103,T-shirt,16,26,59,94.4,UK,0,1,Summer,Hot,849.6,1.189,0,None,Clothing,0.6824096385542169
2023-03-16,ITM6034,Laptop,1,13,1385,0.0,Germany,0,0,Spring,Hot,1385.0,1.282,0,None,Electronics,0.5316698656429942
2022-09-30,ITM6452,Coffee,59,144,6,0.0,Germany,0,0,Autumn,Sunny,354.0,1.096,0,None,Beverages,1.9666666666666666
2024-01-02,ITM3432,Soda,72,111,2,0.0,Germany,0,0,Winter,Sunny,144.0,0.891,0,None,Beverages,0.9230769230769231
2024-04-30,ITM7319,Smartphone,3,54,1074,161.1,India,0,0,Spring,Cold,3060.9,1.263,0,None,Electronics,1.2214285714285715
2022-04-23,ITM7119,Smartphone,1,103,1160,58.0,Japan,1,1,Spring,Cold,1102.0,1.05,0,None,Electronics,0.4397446129289705
2024-03-06,ITM10158,Smartphone,4,103,1233,0.0,Japan,0,0,Spring,Cold,4932.0,0.993,0,None,Electronics,1.9680766161213088
2023-04-12,ITM10953,Rice,30,83,20,90.0,USA,0,0,Spring,Rainy,510.0,0.995,0,None,Grocery,1.489051094890511
2024-07-08,ITM1896,Eggs,25,88,15,0.0,India,0,0,Monsoon,Cold,375.0,1.194,0,None,Grocery,0.8833922261484098
2022-03-21,ITM2611,Jeans,14,83,107,149.8,Japan,0,0,Spring,Cold,1348.2,1.289,0,None,Clothing,1.0881795068404698
2023-10-17,ITM7474,Shoes,18,97,26,0.0,USA,0,0,Autumn,Rainy,468.0,1.407,0,None,Clothing,0.37320574162679426
2023-11-28,ITM8661,Smartphone,2,33,960,0.0,India,0,0,Winter,Rainy,1920.0,1.452,0,None,Electronics,0.7661612130885874
2023-01-02,ITM8460,Bread,47,80,19,44.65,Germany,0,0,Winter,Rainy,848.35,0.972,0,None,Grocery,2.1363636363636362
2024-06-12,ITM4806,Jeans,25,116,63,0.0,Germany,0,0,Summer,Hot,1575.0,1.389,0,None,Clothing,1.2712377416360627
2023-02-11,ITM9273,Laptop,3,115,1058,476.1,Japan,0,1,Winter,Rainy,2697.9,1.337,0,None,Electronics,1.035662188099808
2023-06-13,ITM10451,Laptop,7,36,980,0.0,USA,0,0,Summer,Hot,6860.0,1.109,0,None,Electronics,2.6333973128598847
2024-05-03,ITM5701,Headphones,1,134,518,0.0,UK,0,0,Summer,Cloudy,518.0,0.904,0,None,Electronics,0.19324752844618542
2023-12-19,ITM4961,Smartphone,3,135,974,292.2,India,0,0,Winter,Cold,2629.8,1.177,0,None,Electronics,1.0494014365522746
2022-09-20,ITM6417,Jeans,33,170,106,174.9,Germany,0,0,Autumn,Sunny,3323.1,1.244,0,None,Clothing,2.682190564590984
2024-02-18,ITM1890,Headphones,6,102,815,0.0,USA,1,1,Winter,Rainy,4890.0,1.133,0,None,Electronics,1.8242865137101287
2022-12-29,ITM5999,Shoes,17,90,38,0.0,India,0,0,Winter,Rainy,646.0,1.085,0,None,Clothing,0.5151515151515151
2024-02-29,ITM8506,Milk,49,113,7,0.0,India,0,0,Winter,Sunny,343.0,1.088,0,None,Beverages,2.117283950617284
2023-02-13,ITM8881,Headphones,4,56,837,167.4,Germany,0,0,Winter,Hot,3180.6,1.027,0,None,Electronics,1.1865696698377168
2024-03-06,ITM6095,Shoes,18,133,55,0.0,USA,0,0,Spring,Rainy,990.0,1.292,0,None,Clothing,0.7894736842105263
2022-05-28,ITM7932,Headphones,1,51,1109,0.0,USA,0,1,Summer,Cloudy,1109.0,1.378,0,None,Electronics,0.41372878194366725
2022-08-23,ITM10617,Milk,92,229,1,0.0,Germany,1,0,Monsoon,Cloudy,92.0,0.983,0,None,Beverages,0.5679012345679012
2024-01-09,ITM3799,Jeans,4,24,118,0.0,Japan,0,0,Winter,Rainy,472.0,1.128,0,None,Clothing,0.3809677549537915
2023-01-27,ITM1584,Shoes,27,120,95,128.25,Germany,0,0,Winter,Cloudy,2436.75,0.885,0,None,Clothing,1.9431818181818181
2024-02-15,ITM4268,Milk,66,151,2,0.0,USA,0,0,Winter,Cloudy,132.0,1.217,0,None,Beverages,0.8148148148148148
2022-01-28,ITM4932,Juice,50,83,4,0.0,Japan,0,0,Winter,Cloudy,200.0,1.132,0,None,Beverages,1.1726766344180592
2024-02-24,ITM2260,Headphones,7,132,549,192.15,India,1,1,Winter,Hot,3650.85,0.99,0,None,Electronics,1.3620033575825405
2023-06-19,ITM7205,Eggs,44,143,23,0.0,Japan,1,0,Summer,Hot,1012.0,1.142,0,None,Grocery,2.3839811542991756
2024-09-19,ITM1310,Laptop,1,104,1229,61.45,UK,0,0,Autumn,Sunny,1167.55,1.266,0,None,Electronics,0.4481957773512476
2024-10-10,ITM8789,Eggs,26,63,8,31.2,USA,0,0,Autumn,Cold,176.8,0.977,0,None,Grocery,0.416489988221437
2022-10-18,ITM7458,Shoes,20,102,49,0.0,Japan,0,0,Autumn,Rainy,980.0,1.415,0,None,Clothing,0.7814992025518341
2022-12-18,ITM7206,Headphones,1,86,1178,0.0,USA,0,1,Winter,Cold,1178.0,1.286,0,None,Electronics,0.4394702480880433
2022-01-03,ITM6882,Shoes,21,34,27,0.0,India,0,0,Winter,Rainy,567.0,1.069,0,None,Clothing,0.45215311004784686
2023-09-13,ITM5668,Laptop,1,16,483,0.0,USA,0,0,Autumn,Rainy,483.0,1.416,0,None,Electronics,0.1854126679462572
2022-03-11,ITM5298,Smartphone,1,43,571,0.0,India,0,0,Spring,Sunny,571.0,1.001,0,None,Electronics,0.22785315243415802
2022-09-09,ITM4783,Laptop,1,71,575,0.0,India,1,0,Autumn,Rainy,575.0,0.974,0,None,Electronics,0.22072936660268713
2022-10-27,ITM2008,Juice,69,202,5,0.0,USA,0,0,Autumn,Rainy,345.0,1.111,0,None,Beverages,2.022867194371152
2024-05-27,ITM9354,Juice,179,269,6,0.0,USA,1,0,Summer,Rainy,1074.0,0.877,0,None,Beverages,6.297273526824978
2023-08-15,ITM3185,Shoes,11,159,86,0.0,Japan,0,0,Monsoon,Hot,946.0,1.057,0,None,Clothing,0.7543859649122807
2023-05-17,ITM4623,Laptop,6,139,868,520.8,India,0,0,Summer,Sunny,4687.2,1.305,0,None,Electronics,1.7993090211132436
2022-03-25,ITM8039,Soda,46,174,5,11.5,Japan,1,0,Spring,Cold,218.5,1.39,0,None,Beverages,1.4006410256410255
2024-09-21,ITM5922,Shoes,17,153,41,0.0,USA,0,1,Autumn,Cloudy,697.0,1.188,0,None,Clothing,0.5558213716108453
2023-03-11,ITM10673,Jeans,40,84,55,0.0,UK,1,1,Spring,Rainy,2200.0,1.188,0,None,Clothing,1.7756971629202147
2022-07-03,ITM8950,Soda,17,60,7,17.85,USA,0,1,Monsoon,Sunny,101.15,1.314,0,None,Beverages,0.6483974358974359
2024-11-30,ITM7125,Headphones,9,123,863,0.0,Japan,1,1,Winter,Rainy,7767.0,0.909,0,None,Electronics,2.897593732512591
2023-08-25,ITM5756,Laptop,2,31,659,131.8,Japan,0,0,Monsoon,Cold,1186.2,0.901,0,None,Electronics,0.4553550863723609
2023-11-19,ITM6074,Headphones,3,143,885,132.75,India,1,1,Winter,Hot,2522.25,1.371,0,None,Electronics,0.9409625069949636
2022-05-05,ITM1090,Juice,46,112,2,0.0,USA,0,0,Summer,Sunny,92.0,1.066,0,None,Beverages,0.5394312518323072
2022-03-24,ITM6974,Headphones,5,60,1025,0.0,USA,0,0,Spring,Hot,5125.0,1.431,0,None,Electronics,1.9119567244916993
2022-12-09,ITM7418,Headphones,1,106,1013,0.0,Japan,0,0,Winter,Cold,1013.0,0.882,0,None,Electronics,0.3779145681775788
2024-12-25,ITM9640,Headphones,21,139,373,0.0,Germany,1,0,Winter,Rainy,7833.0,1.109,1,Christmas,Electronics,2.922216004476777
2022-04-18,ITM9690,Juice,48,122,6,14.4,India,1,0,Spring,Hot,273.6,1.066,0,None,Beverages,1.604221635883905
2024-03-09,ITM3117,Coffee,64,122,4,25.6,USA,0,1,Spring,Rainy,230.4,0.861,0,None,Beverages,1.28
2023-07-30,ITM3937,Headphones,7,46,1320,0.0,Japan,0,1,Monsoon,Cloudy,9240.0,1.274,0,None,Electronics,3.44711807498601
2022-12-30,ITM7842,Soda,15,159,3,0.0,Japan,0,0,Winter,Cold,45.0,1.076,0,None,Beverages,0.28846153846153844
2024-02-26,ITM1983,Coffee,48,191,3,0.0,USA,0,0,Winter,Hot,144.0,1.401,0,None,Beverages,0.8
2023-02-26,ITM8260,Laptop,4,90,1006,0.0,Japan,0,1,Winter,Cloudy,4024.0,1.187,0,None,Electronics,1.544721689059501
2024-01-21,ITM10985,Rice,67,196,7,0.0,Japan,0,1,Winter,Hot,469.0,1.097,0,None,Grocery,1.3693430656934307
2023-12-01,ITM3925,Laptop,7,75,893,0.0,Japan,1,0,Winter,Hot,6251.0,1.278,0,None,Electronics,2.399616122840691
2023-08-22,ITM7061,Laptop,4,44,916,0.0,India,0,0,Monsoon,Rainy,3664.0,1.31,0,None,Electronics,1.4065259117082534
2023-02-05,ITM4214,Laptop,2,28,1375,0.0,USA,0,1,Winter,Rainy,2750.0,1.005,0,None,Electronics,1.055662188099808
2024-03-19,ITM7447,Jeans,24,55,98,0.0,UK,0,0,Spring,Cold,2352.0,1.107,0,None,Clothing,1.8983816941765204
2023-09-26,ITM7779,Rice,48,136,17,0.0,India,0,0,Autumn,Cold,816.0,1.25,0,None,Grocery,2.3824817518248174
2024-08-19,ITM8038,Smartphone,1,113,941,0.0,USA,1,0,Monsoon,Hot,941.0,1.36,0,None,Electronics,0.37549880287310455
2024-09-12,ITM6663,Headphones,6,22,1017,0.0,UK,0,0,Autumn,Sunny,6102.0,1.455,0,None,Electronics,2.276440962506995
2022-05-15,ITM1627,Smartphone,3,37,1172,0.0,USA,0,1,Summer,Hot,3516.0,1.344,0,None,Electronics,1.4030327214684757
2022-04-15,ITM9008,Juice,8,103,7,0.0,USA,0,0,Spring,Cold,56.0,1.23,0,None,Beverages,0.3283494576370566
2022-07-18,ITM6125,Milk,49,116,5,0.0,Germany,0,0,Monsoon,Sunny,245.0,1.442,0,None,Beverages,1.5123456790123457
2022-03-22,ITM5765,Laptop,1,15,1242,62.1,India,0,0,Spring,Cold,1179.9,1.172,0,None,Electronics,0.45293666026871404
2024-04-22,ITM9143,Rice,56,108,23,128.8,Japan,0,0,Spring,Sunny,1159.2,1.323,0,None,Grocery,3.384525547445256
2023-08-18,ITM10594,Shoes,12,39,77,0.0,Germany,0,0,Monsoon,Rainy,924.0,1.241,0,None,Clothing,0.7368421052631579
2023-04-12,ITM2269,Bread,43,107,10,0.0,USA,0,0,Spring,Cloudy,430.0,1.191,0,None,Grocery,1.082850667338202
2023-12-26,ITM1128,Headphones,4,71,655,262.0,Japan,0,0,Winter,Hot,2358.0,1.153,0,None,Electronics,0.8796866256295467
2023-05-24,ITM7112,Laptop,10,100,1386,0.0,India,1,0,Summer,Cloudy,13860.0,1.281,0,None,Electronics,5.320537428023033
2024-08-26,ITM2711,Laptop,2,149,1307,0.0,Japan,0,0,Monsoon,Rainy,2614.0,0.923,0,None,Electronics,1.003454894433781
2024-02-16,ITM8862,Bread,52,137,9,0.0,USA,0,0,Winter,Sunny,468.0,1.44,0,None,Grocery,1.1785444472425082
2024-05-23,ITM5235,Headphones,4,84,1313,0.0,UK,1,0,Summer,Hot,5252.0,0.943,0,None,Electronics,1.9593359447864205
2024-11-05,ITM6192,Milk,37,132,2,0.0,USA,0,0,Winter,Sunny,74.0,1.493,0,None,Beverages,0.4567901234567901
2024-11-14,ITM3398,Smartphone,6,142,1385,0.0,Germany,0,0,Winter,Rainy,8310.0,1.2,0,None,Electronics,3.3160415003990424
2022-10-13,ITM6434,T-shirt,19,32,118,0.0,UK,1,0,Autumn,Cold,2242.0,1.311,0,None,Clothing,1.8008032128514055
2023-12-10,ITM7057,T-shirt,18,146,20,0.0,UK,0,1,Winter,Sunny,360.0,1.245,0,None,Clothing,0.2891566265060241
2023-11-13,ITM10318,Bread,46,110,20,0.0,UK,0,0,Winter,Cold,920.0,0.982,0,None,Grocery,2.3167967766305715
2023-11-21,ITM2186,Smartphone,1,21,617,0.0,Japan,0,0,Winter,Cloudy,617.0,1.463,0,None,Electronics,0.24620909816440542
2022-11-17,ITM7013,Smartphone,2,105,855,85.5,Japan,0,0,Winter,Cloudy,1624.5,0.923,0,None,Electronics,0.648244213886672
2024-06-08,ITM10793,Eggs,60,202,6,0.0,Japan,0,1,Summer,Hot,360.0,1.0,0,None,Grocery,0.8480565371024735
2023-08-19,ITM7014,Milk,50,99,4,0.0,India,1,1,Monsoon,Rainy,200.0,1.314,0,None,Beverages,1.2345679012345678
2024-11-24,ITM2977,Laptop,6,96,768,0.0,Germany,0,1,Winter,Hot,4608.0,1.327,0,None,Electronics,1.7689059500959692
2022-07-25,ITM10887,T-shirt,12,37,107,0.0,USA,0,0,Monsoon,Rainy,1284.0,1.421,0,None,Clothing,1.0313253012048194
2023-10-13,ITM5247,Laptop,1,115,1218,0.0,USA,0,0,Autumn,Cold,1218.0,1.304,0,None,Electronics,0.46756238003838774
2023-12-15,ITM8672,Jeans,23,37,75,0.0,Germany,0,0,Winter,Rainy,1725.0,1.369,0,None,Clothing,1.3923080027442591
2024-02-18,ITM1915,Rice,63,212,5,15.75,USA,0,1,Winter,Hot,299.25,1.39,0,None,Grocery,0.8737226277372263
2023-07-22,ITM2305,Juice,81,178,1,0.0,Japan,1,1,Monsoon,Cloudy,81.0,0.886,0,None,Beverages,0.47493403693931396
2023-06-29,ITM6455,Headphones,7,115,497,173.95,Japan,0,0,Summer,Cold,3305.05,0.892,0,None,Electronics,1.2329975750792763
2023-02-20,ITM4049,Shoes,26,108,73,0.0,UK,0,0,Winter,Rainy,1898.0,1.133,0,None,Clothing,1.5135566188197767
2023-03-17,ITM10521,Shoes,16,159,25,20.0,UK,1,0,Spring,Sunny,380.0,0.872,0,None,Clothing,0.30303030303030304
2024-04-13,ITM2273,Jeans,11,72,58,0.0,USA,0,1,Spring,Hot,638.0,1.068,0,None,Clothing,0.5149521772468623
2024-02-23,ITM9055,Jeans,25,135,51,0.0,Japan,0,0,Winter,Cloudy,1275.0,1.364,0,None,Clothing,1.02909721941967
2023-12-01,ITM3796,Shoes,21,148,112,117.6,India,1,0,Winter,Cold,2234.4,1.124,0,None,Clothing,1.781818181818182
2024-09-16,ITM2398,Shoes,67,186,117,391.95,India,1,0,Autumn,Sunny,7447.05,1.012,0,None,Clothing,5.9386363636363635
2023-01-14,ITM4358,Smartphone,8,84,1107,1328.4,USA,1,1,Winter,Sunny,7527.6,0.879,0,None,Electronics,3.003830806065443
2023-10-17,ITM1183,Milk,22,97,4,0.0,UK,0,0,Autumn,Rainy,88.0,1.098,0,None,Beverages,0.5432098765432098
2022-09-27,ITM7867,Headphones,4,92,1217,0.0,UK,0,0,Autumn,Cloudy,4868.0,1.075,0,None,Electronics,1.8160790897220669
2024-07-15,ITM6695,Juice,29,89,6,8.7,Japan,0,0,Monsoon,Cold,165.3,1.409,0,None,Beverages,0.969217238346526
2024-01-05,ITM9835,Coffee,72,196,6,64.8,Germany,1,0,Winter,Cloudy,367.2,1.007,0,None,Beverages,2.04
2023-03-28,ITM10626,Juice,60,111,1,0.0,Germany,0,0,Spring,Cloudy,60.0,1.07,0,None,Beverages,0.35180299032541773
2022-07-08,ITM7170,Headphones,2,131,919,0.0,Japan,0,0,Monsoon,Hot,1838.0,1.41,0,None,Electronics,0.6856929677299012
2022-01-13,ITM7987,Soda,54,144,1,0.0,India,0,0,Winter,Rainy,54.0,1.476,0,None,Beverages,0.34615384615384615
2022-03-08,ITM5567,Jeans,16,103,64,0.0,Japan,1,0,Spring,Cold,1024.0,1.147,0,None,Clothing,0.8265063158319544
2022-04-01,ITM9955,Shoes,16,90,105,0.0,UK,0,0,Spring,Hot,1680.0,0.887,0,None,Clothing,1.3397129186602872
2024-10-30,ITM3656,Coffee,32,51,1,3.2,USA,0,0,Autumn,Cloudy,28.8,1.217,0,None,Beverages,0.16
2023-04-20,ITM9309,Headphones,5,56,351,0.0,Germany,0,0,Spring,Sunny,1755.0,1.193,0,None,Electronics,0.6547285954113039
2022-04-20,ITM7857,Eggs,12,35,14,0.0,India,0,0,Spring,Rainy,168.0,1.424,0,None,Grocery,0.3957597173144876
2024-04-25,ITM2961,Laptop,5,54,1115,0.0,Japan,0,0,Spring,Rainy,5575.0,0.869,0,None,Electronics,2.140115163147793
2023-02-21,ITM7383,Smartphone,6,62,805,0.0,USA,0,0,Winter,Cold,4830.0,1.415,0,None,Electronics,1.9273743016759777
2024-07-15,ITM9853,Bread,85,178,9,0.0,Japan,1,0,Monsoon,Rainy,765.0,1.196,0,None,Grocery,1.9264668849156383
2024-07-08,ITM10973,Milk,74,213,4,14.8,Germany,0,0,Monsoon,Cloudy,281.2,1.483,0,None,Beverages,1.7358024691358025
2022-06-28,ITM2251,Rice,27,174,21,0.0,Japan,1,0,Summer,Cold,567.0,1.243,0,None,Grocery,1.6554744525547445
2022-01-28,ITM4176,T-shirt,15,55,24,0.0,Japan,0,0,Winter,Sunny,360.0,1.318,0,None,Clothing,0.2891566265060241
2024-11-01,ITM8760,Headphones,7,77,649,454.3,Japan,1,0,Winter,Cloudy,4088.7,1.339,1,Diwali,Electronics,1.5253497481813094
2024-09-10,ITM6013,Headphones,2,51,1254,0.0,Japan,0,0,Autumn,Cold,2508.0,1.05,0,None,Electronics,0.9356463346390599
2024-12-25,ITM10705,T-shirt,48,80,76,182.4,UK,0,0,Winter,Cloudy,3465.6,1.155,1,Christmas,Clothing,2.7836144578313253
2024-06-18,ITM7539,Headphones,7,137,770,0.0,Japan,0,0,Summer,Sunny,5390.0,1.393,0,None,Electronics,2.0108188770751725
2023-05-09,ITM4289,Laptop,4,43,1232,0.0,USA,1,0,Summer,Rainy,4928.0,1.016,0,None,Electronics,1.891746641074856
2022-10-15,ITM7448,Shoes,42,125,43,0.0,USA,0,1,Autumn,Sunny,1806.0,1.283,0,None,Clothing,1.4401913875598087
2024-09-06,ITM9726,Shoes,38,109,76,433.2,India,0,0,Autumn,Sunny,2454.8,1.27,0,None,Clothing,1.9575757575757577
2023-10-28,ITM8611,Laptop,6,53,1326,0.0,Germany,1,1,Autumn,Rainy,7956.0,1.225,0,None,Electronics,3.054126679462572
2022-12-03,ITM7275,Juice,84,184,6,0.0,USA,0,1,Winter,Sunny,504.0,0.993,0,None,Beverages,2.955145118733509
2023-04-12,ITM7887,Rice,13,152,21,0.0,USA,0,0,Spring,Cloudy,273.0,1.206,0,None,Grocery,0.7970802919708029
2023-05-24,ITM2051,Jeans,10,49,38,38.0,Japan,0,0,Summer,Cold,342.0,1.456,0,None,Clothing,0.2760401953266879
2024-10-21,ITM5069,Smartphone,6,122,922,0.0,UK,0,0,Autumn,Hot,5532.0,1.183,0,None,Electronics,2.2075019952114925
2023-04-08,ITM7022,Headphones,1,59,614,30.7,Japan,0,1,Spring,Sunny,583.3,1.015,0,None,Electronics,0.2176086551016601
2024-07-15,ITM6552,Jeans,14,82,88,61.6,UK,0,0,Monsoon,Sunny,1170.4,1.441,0,None,Clothing,0.9446708906735543
2023-06-26,ITM1272,Headphones,1,34,640,0.0,Japan,0,0,Summer,Sunny,640.0,1.5,0,None,Electronics,0.23876142510725612
2023-10-09,ITM3042,Headphones,10,134,366,183.0,UK,1,0,Autumn,Cold,3477.0,0.926,0,None,Electronics,1.297146054840515
2023-02-27,ITM5763,Rice,84,96,18,75.6,India,1,0,Winter,Rainy,1436.4,1.221,0,None,Grocery,4.193868613138687
2024-01-25,ITM9997,Headphones,5,153,1199,0.0,Germany,0,0,Winter,Cloudy,5995.0,0.973,0,None,Electronics,2.236523036746876
2023-07-31,ITM6204,Soda,53,63,2,0.0,India,0,0,Monsoon,Sunny,106.0,1.372,0,None,Beverages,0.6794871794871795
2024-05-16,ITM10509,Rice,38,83,20,38.0,Japan,0,0,Summer,Cold,722.0,1.137,0,None,Grocery,2.108029197080292
2024-11-12,ITM2086,Smartphone,5,118,514,0.0,USA,0,0,Winter,Sunny,2570.0,1.218,0,None,Electronics,1.025538707102953
2024-04-20,ITM9373,Headphones,3,148,418,62.7,UK,0,1,Spring,Sunny,1191.3,1.497,0,None,Electronics,0.44443200895355345
2022-03-29,ITM8732,Headphones,5,72,822,0.0,India,0,0,Spring,Rainy,4110.0,0.987,0,None,Electronics,1.5332960268606604
2024-12-28,ITM8515,Headphones,8,72,738,0.0,Germany,0,1,Winter,Rainy,5904.0,1.25,0,None,Electronics,2.2025741466144377
2022-11-25,ITM7678,Laptop,6,136,1355,813.0,Japan,0,0,Winter,Sunny,7317.0,1.445,0,None,Electronics,2.8088291746641074
2022-07-15,ITM5322,Eggs,13,33,21,0.0,USA,0,0,Monsoon,Rainy,273.0,1.111,0,None,Grocery,0.6431095406360424
